perturbation,architecture,rank,mean_score,kendall_tau_vs_baseline,lambda,clipping_bound,p_hat_temperature
lambda_1.0_clip_0.8_temp_1.0,A7,5,0.5911374613597483,0.8970588235294118,1.0,0.8,1.0
lambda_1.0_clip_0.8_temp_1.0,A6,6,0.5932531026098016,0.8970588235294118,1.0,0.8,1.0
lambda_1.0_clip_0.8_temp_1.0,Reflexion,7,0.5933250897759427,0.8970588235294118,1.0,0.8,1.0
lambda_1.0_clip_0.8_temp_1.0,A8,8,0.5952924701442291,0.8970588235294118,1.0,0.8,1.0
lambda_1.0_clip_0.8_temp_1.0,RAG-Monolithic,9,0.5978658637264923,0.8970588235294118,1.0,0.8,1.0
lambda_1.0_clip_0.8_temp_1.0,Monolithic,10,0.5985933090327317,0.8970588235294118,1.0,0.8,1.0
lambda_1.0_clip_0.8_temp_1.0,A5,11,0.6000153513975702,0.8970588235294118,1.0,0.8,1.0
lambda_1.0_clip_0.8_temp_1.0,Debate,12,0.6024200088420059,0.8970588235294118,1.0,0.8,1.0
lambda_1.0_clip_0.8_temp_1.0,A4,13,0.604696125443909,0.8970588235294118,1.0,0.8,1.0
lambda_1.0_clip_0.8_temp_1.0,A3,14,0.6111382226122246,0.8970588235294118,1.0,0.8,1.0
lambda_1.0_clip_0.8_temp_1.0,A2,15,0.6132542028944217,0.8970588235294118,1.0,0.8,1.0
lambda_1.0_clip_0.8_temp_1.0,A1,16,0.616809952883672,0.8970588235294118,1.0,0.8,1.0
lambda_1.0_clip_0.8_temp_1.0,Multi-Agent (A0 full),17,0.6272700565357444,0.8970588235294118,1.0,0.8,1.0
lambda_1.0_clip_0.8_temp_1.2,A11,1,0.6024412443904577,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,A9,2,0.6038345043266131,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,Sequential,3,0.6044662132626966,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,A10,4,0.6048115090627795,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,A7,5,0.606045485402017,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,A6,6,0.6079655708813851,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,Reflexion,7,0.608239418358217,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,A8,8,0.6101181633871834,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,RAG-Monolithic,9,0.6124137556143826,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,Monolithic,10,0.6138848833289355,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,A5,11,0.6143551636735413,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,Debate,12,0.6165682504775677,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,A4,13,0.6186568322431811,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,A3,14,0.6245789044923942,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,A2,15,0.6265707815100952,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,A1,16,0.6297933996329793,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.2,Multi-Agent (A0 full),17,0.6393952832262955,0.8970588235294118,1.0,0.8,1.2
lambda_1.0_clip_0.8_temp_1.5,A11,1,0.6188664899816971,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,A9,2,0.620120018423064,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,Sequential,3,0.6209089842322472,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,A10,4,0.6211299720003107,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,A7,5,0.6220026014383644,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,A6,6,0.6237103051255442,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,Reflexion,7,0.6242092333035882,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,A8,8,0.6259897468795558,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,RAG-Monolithic,9,0.6280284808177501,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,A5,10,0.6297300857240792,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,Monolithic,11,0.6303084186685001,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,Debate,12,0.6317673685000752,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,A4,13,0.633666657991622,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,A3,14,0.6390605049639134,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,A2,15,0.6409444416277683,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,A1,16,0.643836571853259,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_0.8_temp_1.5,Multi-Agent (A0 full),17,0.6525569610292066,0.9117647058823529,1.0,0.8,1.5
lambda_1.0_clip_1.0_temp_0.8,A11,1,0.566031545526282,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,A9,2,0.5678174496284851,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,Sequential,3,0.5680623776640499,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,A10,4,0.5686252663920838,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,A7,5,0.57085339536334,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,Reflexion,6,0.5730443379978786,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,A6,7,0.5732301813706171,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,A8,8,0.5751284052723026,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,Monolithic,9,0.5778850083071043,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,RAG-Monolithic,10,0.5781496512565958,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,A5,11,0.5805526157487274,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,Debate,12,0.5832712163714652,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,A4,13,0.5858222492366887,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,A3,14,0.5930259263619931,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,A2,15,0.5953545013233915,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,A1,16,0.5994048690676987,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_0.8,Multi-Agent (A0 full),17,0.6111018314170489,0.8676470588235293,1.0,1.0,0.8
lambda_1.0_clip_1.0_temp_1.0,A11,1,0.587052548560339,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,A9,2,0.5885963523436973,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,Sequential,3,0.5890712903958987,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,A10,4,0.5895189071613679,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,A7,5,0.5911374613597483,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,A6,6,0.5932531026098016,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,Reflexion,7,0.5933250897759427,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,A8,8,0.5952924701442291,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,RAG-Monolithic,9,0.5978658637264923,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,Monolithic,10,0.5985933090327317,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,A5,11,0.6000153513975702,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,Debate,12,0.6024200088420059,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,A4,13,0.604696125443909,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,A3,14,0.6111382226122246,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,A2,15,0.6132542028944217,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,A1,16,0.616809952883672,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.0,Multi-Agent (A0 full),17,0.6272700565357444,0.8970588235294118,1.0,1.0,1.0
lambda_1.0_clip_1.0_temp_1.2,A11,1,0.6024412443904577,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,A9,2,0.6038345043266131,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,Sequential,3,0.6044662132626966,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,A10,4,0.6048115090627795,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,A7,5,0.606045485402017,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,A6,6,0.6079655708813851,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,Reflexion,7,0.608239418358217,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,A8,8,0.6101181633871834,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,RAG-Monolithic,9,0.6124137556143826,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,Monolithic,10,0.6138848833289355,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,A5,11,0.6143551636735413,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,Debate,12,0.6165682504775677,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,A4,13,0.6186568322431811,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,A3,14,0.6245789044923942,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,A2,15,0.6265707815100952,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,A1,16,0.6297933996329793,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.2,Multi-Agent (A0 full),17,0.6393952832262955,0.8970588235294118,1.0,1.0,1.2
lambda_1.0_clip_1.0_temp_1.5,A11,1,0.6188664899816971,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,A9,2,0.620120018423064,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,Sequential,3,0.6209089842322472,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,A10,4,0.6211299720003107,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,A7,5,0.6220026014383644,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,A6,6,0.6237103051255442,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,Reflexion,7,0.6242092333035882,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,A8,8,0.6259897468795558,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,RAG-Monolithic,9,0.6280284808177501,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,A5,10,0.6297300857240792,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,Monolithic,11,0.6303084186685001,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,Debate,12,0.6317673685000752,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,A4,13,0.633666657991622,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,A3,14,0.6390605049639134,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,A2,15,0.6409444416277683,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,A1,16,0.643836571853259,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.0_temp_1.5,Multi-Agent (A0 full),17,0.6525569610292066,0.9117647058823529,1.0,1.0,1.5
lambda_1.0_clip_1.2_temp_0.8,A11,1,0.566031545526282,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,A9,2,0.5678174496284851,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,Sequential,3,0.5680623776640499,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,A10,4,0.5686252663920838,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,A7,5,0.57085339536334,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,Reflexion,6,0.5730443379978786,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,A6,7,0.5732301813706171,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,A8,8,0.5751284052723026,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,Monolithic,9,0.5778850083071043,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,RAG-Monolithic,10,0.5781496512565958,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,A5,11,0.5805526157487274,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,Debate,12,0.5832712163714652,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,A4,13,0.5858222492366887,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,A3,14,0.5930259263619931,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,A2,15,0.5953545013233915,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,A1,16,0.5994048690676987,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_0.8,Multi-Agent (A0 full),17,0.6111018314170489,0.8676470588235293,1.0,1.2,0.8
lambda_1.0_clip_1.2_temp_1.0,A11,1,0.587052548560339,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,A9,2,0.5885963523436973,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,Sequential,3,0.5890712903958987,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,A10,4,0.5895189071613679,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,A7,5,0.5911374613597483,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,A6,6,0.5932531026098016,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,Reflexion,7,0.5933250897759427,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,A8,8,0.5952924701442291,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,RAG-Monolithic,9,0.5978658637264923,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,Monolithic,10,0.5985933090327317,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,A5,11,0.6000153513975702,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,Debate,12,0.6024200088420059,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,A4,13,0.604696125443909,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,A3,14,0.6111382226122246,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,A2,15,0.6132542028944217,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,A1,16,0.616809952883672,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.0,Multi-Agent (A0 full),17,0.6272700565357444,0.8970588235294118,1.0,1.2,1.0
lambda_1.0_clip_1.2_temp_1.2,A11,1,0.6024412443904577,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,A9,2,0.6038345043266131,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,Sequential,3,0.6044662132626966,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,A10,4,0.6048115090627795,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,A7,5,0.606045485402017,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,A6,6,0.6079655708813851,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,Reflexion,7,0.608239418358217,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,A8,8,0.6101181633871834,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,RAG-Monolithic,9,0.6124137556143826,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,Monolithic,10,0.6138848833289355,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,A5,11,0.6143551636735413,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,Debate,12,0.6165682504775677,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,A4,13,0.6186568322431811,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,A3,14,0.6245789044923942,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,A2,15,0.6265707815100952,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,A1,16,0.6297933996329793,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.2,Multi-Agent (A0 full),17,0.6393952832262955,0.8970588235294118,1.0,1.2,1.2
lambda_1.0_clip_1.2_temp_1.5,A11,1,0.6188664899816971,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,A9,2,0.620120018423064,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,Sequential,3,0.6209089842322472,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,A10,4,0.6211299720003107,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,A7,5,0.6220026014383644,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,A6,6,0.6237103051255442,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,Reflexion,7,0.6242092333035882,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,A8,8,0.6259897468795558,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,RAG-Monolithic,9,0.6280284808177501,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,A5,10,0.6297300857240792,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,Monolithic,11,0.6303084186685001,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,Debate,12,0.6317673685000752,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,A4,13,0.633666657991622,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,A3,14,0.6390605049639134,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,A2,15,0.6409444416277683,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,A1,16,0.643836571853259,0.9117647058823529,1.0,1.2,1.5
lambda_1.0_clip_1.2_temp_1.5,Multi-Agent (A0 full),17,0.6525569610292066,0.9117647058823529,1.0,1.2,1.5
lambda_2.0_clip_0.8_temp_0.8,A11,1,0.9401477177696564,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,Sequential,2,0.9420131684892562,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,A9,3,0.9429265895192235,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,A10,4,0.943595457575967,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,A7,5,0.9484026517823171,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,Reflexion,6,0.9504823677085438,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,Monolithic,7,0.9516468212043655,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,A6,8,0.9524267552522399,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,A8,9,0.9533441772720497,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,RAG-Monolithic,10,0.9581789201777913,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,A5,11,0.9624907670200475,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,Debate,12,0.9664591993796812,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,A4,13,0.9704231595243371,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,A3,14,0.9815991811872833,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,A2,15,0.9846645369876658,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,A1,16,0.9911325335743196,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_0.8,Multi-Agent (A0 full),17,1.0094807645742512,0.8235294117647057,2.0,0.8,0.8
lambda_2.0_clip_0.8_temp_1.0,A11,1,0.9821897238377706,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,Sequential,2,0.9840309939529538,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,A9,3,0.9844843949496479,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,A10,4,0.9853827391145352,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,A7,5,0.9889707837751337,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,Reflexion,6,0.9910438712646721,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,A6,7,0.9924725977306089,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,Monolithic,8,0.9930634226556203,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,A8,9,0.9936723070159029,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,RAG-Monolithic,10,0.9976113451175841,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,A5,11,1.0014162383177332,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,Debate,12,1.0047567843207625,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,A4,13,1.0081709119387778,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,A3,14,1.0178237736877462,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,A2,15,1.0204639401297262,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,A1,16,1.0259427012062663,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.0,Multi-Agent (A0 full),17,1.041817214811642,0.8382352941176471,2.0,0.8,1.0
lambda_2.0_clip_0.8_temp_1.2,A11,1,1.0129671154980076,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,Sequential,2,1.0148208396865495,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,A9,3,1.0149606989154794,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,A10,4,1.0159679429173585,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,A7,5,1.018786831859671,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,Reflexion,6,1.020872528429221,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,A6,7,1.0218975342737762,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,A8,8,1.0233236935018113,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,Monolithic,9,1.023646571248028,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,RAG-Monolithic,10,1.026707128893365,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,A5,11,1.0300958628696752,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,Debate,12,1.0330532675918862,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,A4,13,1.0360923255373222,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,A3,14,1.0447051374480851,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,A2,15,1.0470970973610731,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,A1,16,1.0519095947048809,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.2,Multi-Agent (A0 full),17,1.0660676681927443,0.8529411764705882,2.0,0.8,1.2
lambda_2.0_clip_0.8_temp_1.5,A11,1,1.0458176066804867,0.8676470588235293,2.0,0.8,1.5
lambda_2.0_clip_0.8_temp_1.5,A9,2,1.0475317271083813,0.8676470588235293,2.0,0.8,1.5
lambda_2.0_clip_0.8_temp_1.5,Sequential,3,1.0477063816256507,0.8676470588235293,2.0,0.8,1.5
lambda_2.0_clip_0.8_temp_1.5,A10,4,1.048604868792421,0.8676470588235293,2.0,0.8,1.5
